Kategori,Şehir,İlçe,Firma Adı,Adres,Açıklama,Telefon,E-posta,Web Sitesi,Latitude,Longitude
plastik-cerrahi,istanbul,sisli,Burcu Celet Özden,"İzzetpaşa Mah. Abide-i Hürriyet Cad. 164 Çağlayan, Şişli, İstanbul",,02123756565,Veri yok,Veri yok,41.0689730000000,28.9832580000000
plastik-cerrahi,istanbul,sisli,SAMET HARİRİ MUAYENEHANESİ(Samet Hariri),"19 Mayıs Mah. Teyyareci Cemal Sok. 4 Şişli, İstanbul",,02122310306,Veri yok,Veri yok,41.0595120000000,28.9880890000000
plastik-cerrahi,istanbul,sisli,AYDIN TEKGÖZ MUAYENEHANESİ,"Teşvikiye Mah. Hakkı Yeten Cad. 11 Şişli, İstanbul",,05494908021,info@draydintekgoz.com,http://www.draydintekgoz.com,41.0548450000000,28.9990320000000
plastik-cerrahi,istanbul,sisli,MEHMET ORHAN ÇİZMECİ MUAYENEHANESİ(Mehmet Orhan Çizmeci),"Teşvikiye Mah. Vali Konağı Cad. Sezai Selek Sok. 20 Nur Apt. K:4 Şişli, İstanbul",,02123431919,Veri yok,Veri yok,41.0538850000000,28.9956390000000
plastik-cerrahi,istanbul,sisli,GÜLRİZ KARGÜL MUAYENEHANESİ(Gülriz Kargül),"Teşvikiye Mah. Poyracık Sok. Poyracık Apt. Şişli, İstanbul",,02122241100,Veri yok,Veri yok,41.0515020000000,28.9963120000000
plastik-cerrahi,istanbul,sisli,3D SAĞLIK HİZMETLERİ,"Halaskargazi Mah. Vali Konağı Cad. 99 K:8 D:16 Şişli, İstanbul",,02122249024,Veri yok,Veri yok,41.0519400000000,28.9916270000000
plastik-cerrahi,istanbul,sisli,ZEKERİYA KUL MUAYENEHANESİ(Zekeriya Kul),"Teşvikiye Mah. Hakkıyeten Cad. 23 Vital Plaza K:5 Fulya, Şişli, İstanbul",,02122414444,info@drkul.com,http://www.drkul.com,41.0561530000000,28.9973380000000
plastik-cerrahi,istanbul,sisli,AZİMET ÖZDEMİR MUAYENEHANESİ,"Halaskargazi Mah. Halaskargazi Cad. 10 Şişli, İstanbul",,02122349699,Veri yok,http://www.azimetozdemir.com.tr,41.0501130000000,28.9878320000000
plastik-cerrahi,istanbul,sisli,SÜLEYMAN ÖZER MUAYENEHANESİ(Süleyman Özer),"Harbiye Mah. Valikonağı Cad. 14 K:1 D:12 Nişantaşı, Şişli, İstanbul",,05333352527,Veri yok,Veri yok,41.0506390000000,28.9902040000000
plastik-cerrahi,istanbul,sisli,BÜLENT ŞARAPLI MUAYENEHANESİ(Bülent Şaraplı),"Feriköy Mah. Kurtuluş Cad. Şeref Meriç Sok. 6 Şişli, İstanbul",,05327065347,bsarapli@hotmail.com,Veri yok,41.0471400000000,28.9787550000000
plastik-cerrahi,istanbul,sisli,CEMAL ŞENYUVA MUAYENEHANESİ- ŞENYUVA SAĞLIK HİZMETLERİ TİC.LTD.ŞTİ.,"Teşvikiye Mah. Hakkı Yeten Cad. 17 Aşçıoğlu Plaza Şişli, İstanbul",,02122196350,Veri yok,http://www.cemalsenyuva.com,41.0554700000000,28.9984010000000
plastik-cerrahi,istanbul,sisli,TAYFUN TÜRKASLAN MUAYENEHANESİ(Tayfun Türkaslan),"Teşvikiye Mah. Hakkı Yeten Cad. Şişli, İstanbul",,02122155383,Veri yok,Veri yok,41.0547330000000,28.9991470000000
plastik-cerrahi,istanbul,sisli,QUARTZ KLİNİK- ARVAS SAĞLIK HİZMETLERİ TİC.LTD.ŞTİ. (Leyla Arvas),"Harbiye Mah. Abdi İpekçi Cad. 19 Park Apt. K:2 Şişli, İstanbul",,02122414624,info@quartzclinique.com,http://www.quartzclinique.com,41.0499900000000,28.9918641600000
plastik-cerrahi,istanbul,sisli,NURİYE GÜL İRİK MUAYENEHANESİ(Nuriye Gül İrik),"Harbiye Mah. Vali Konağı Cad. 9 K:3 D:6 Şişli, İstanbul",,05322835474,Veri yok,Veri yok,41.0496990000000,28.9882240000000
plastik-cerrahi,istanbul,sisli,OYTUN İDİL MUAYENEHANESİ(Oytun İdil),"Halaskargazi Mah. Rumeli Cad. 3 D:1 Şişli, İstanbul",,02122963656,oytunmd@gmail.com,http://www.peniscerrahisi.com,41.0519240000000,28.9910920000000
plastik-cerrahi,istanbul,sisli,ESTE SENSE- FERDA SAĞLIK ESTETİK TURİZM SAN. VE TİC.LTD.ŞTİ.,"Harbiye Mah. Vali Konağı Cad. Nizam Palace Şişli, İstanbul",Estetik Merkezi,02122968808,Veri yok,Veri yok,41.0512889700000,28.9912320000000
plastik-cerrahi,istanbul,sisli,EBRU ŞEN MUAYENEHANESİ,"Harbiye Mah. Teşvikiye Cad. 51 Ergün Apt. K:7 D:13 Nişantaşı, Şişli, İstanbul",,02122338999,Veri yok,Veri yok,41.0509260000000,28.9921090000000
plastik-cerrahi,istanbul,sisli,Esra Çelik,"Harbiye Mah. Mim Kemal Öke Cad. 23 Lal Apt. K:3 D:7 Şişli, İstanbul",,02122474140,Veri yok,Veri yok,41.0493250000000,28.9913890000000
plastik-cerrahi,istanbul,sisli,Reha Yavuzer,"Teşvikiye Mah. Vali Konağı Cad. Güzelbahçe Sok. 20 Nişantaşı, Şişli, İstanbul",,02123112000,Veri yok,Veri yok,41.0531920000000,28.9949870000000
plastik-cerrahi,istanbul,sisli,AHMET SÖNMEZ MUAYENEHANESİ(Ahmet Sönmez),"Fulya Mah. Yeşilçimen Sok. Polat Tower Residence D:447 Şişli, İstanbul",,02122667300,Veri yok,Veri yok,41.0564870000000,28.9995180000000
plastik-cerrahi,istanbul,sisli,Reha Yavuzer,"Harbiye Mah. Teşvikiye Cad. 7 Varol Apt. K:3 D:4 Şişli, İstanbul",,02122595050,Veri yok,Veri yok,41.0487470000000,28.9941440000000
plastik-cerrahi,istanbul,sisli,Semra Karşıdağ,"19 Mayıs Mah. Halaskargazi Cad. Etfal Sok. 19 Şişli, İstanbul",,02123735000,Veri yok,Veri yok,41.0572300000000,28.9907130000000
plastik-cerrahi,istanbul,sisli,ÖZEL BLISS MAÇKA POLİKLİNİĞİ- YALE ESTETİK PLASTİK CERRAHİ VE LAZER TEDAVİ MERKEZİ SAN.TİC.LTD.ŞTİ.,"Harbiye Mah. Maçka Cad. Tuncer Apt. K:2 Nişantaşı, Şişli, İstanbul",,02122314690,info@blissistanbul.com,http://www.blissistanbul.com,41.0469730200000,28.9942228800000
plastik-cerrahi,istanbul,sisli,İSTANBUL PLASTİK ESTETİK CERRAHİ VE LAZER EPİLASYON MERKEZİ TİC.LTD.ŞTİ.(İskender Mehmet Nuri Battal),"Halaskargazi Mah. Valikonağı Cd Şişli, İstanbul",,02122323334,Veri yok,Veri yok,41.0499240000000,28.9888700000000
plastik-cerrahi,istanbul,sisli,İSMAİL BAYRAM MUAYENEHANESİ(İsmail Bayram),"19 Mayıs Mah. Büyükdere Cad. 14 Tankaya Palas Şişli, İstanbul",,05323011737,bayramestetik@gmail.com,http://www.estetiksite.com,41.0618710000000,28.9891300000000
plastik-cerrahi,istanbul,sisli,CİHAT NAZMİ BARAN MUAYENEHANESİ(Cihat Nazmi Baran),"Teşvikiye Mah. Hakkı Yeten Cad. 23 Şişli, İstanbul",,02122155388,cihat.baran@gmail.com,Veri yok,41.0561530000000,28.9973380000000
plastik-cerrahi,istanbul,sisli,Akın Yücel,"Teşvikiye Mah. Hüsrevgerede Cad. Şişli, İstanbul",Plastik Cerrah,02122361292,Veri yok,Veri yok,41.0475070000000,28.9966930000000
plastik-cerrahi,istanbul,sisli,Mehmet Oğuz,"19 Mayıs Mah. Halaskargazi Cad. Etfal Sok. 19 Şişli, İstanbul",,02123735000,Veri yok,Veri yok,41.0572300000000,28.9907130000000
plastik-cerrahi,istanbul,sisli,ROYA SHARGHI MUAYENEHANESİ(Roya Sharghı),"Teşvikiye Mah. Dr. Müfide Küley Sok. Şişli, İstanbul",,02122195650,Veri yok,Veri yok,41.0519580000000,28.9959630000000
plastik-cerrahi,istanbul,sisli,Selahattin Özmen,"Teşvikiye Mah. Vali Konağı Cad. Güzelbahçe Sok. 20 Nişantaşı, Şişli, İstanbul",,02123112000,Veri yok,Veri yok,41.0531920000000,28.9949870000000
plastik-cerrahi,istanbul,sisli,İbrahim Yıldırım,"Merkez Mah. Abide-i Hürriyet Cad. Dilaçar Sok. 4 Şişli, İstanbul",,08508005050,Veri yok,Veri yok,41.0630770000000,28.9885790000000
plastik-cerrahi,istanbul,sisli,KRANIOPLAST MERKEZİ- BİLİMGE ULUSLARARASI SAĞLIK TURİZMİ VE TEDAVİ ORGANİZASYONU LTD.ŞTİ. (Hasan Çelik),"Teşvikiye Mah. Hakkı Yeten Cad. 11 Terrace Fulya Center D:29 Şişli, İstanbul",,02122839292,info@muzaffercelik.com.tr,http://www.muzaffercelik.com.tr,41.0547950000000,28.9989950000000
plastik-cerrahi,istanbul,sisli,ÖZEL FBM ESTETİK TIP MERKEZİ- FBM LAZER ESTETİK PLASTİK CERRAHİ KLİNİĞİ SAN. VE TİC.LTD.ŞTİ. (Hayati Akbaş),"Fulya Mah. Yeşil Çimen Sok. 4 Polat Tower Residence Şişli, İstanbul",,02122667075,info@fbm.com.tr,http://www.fbm.com.tr,41.0571120000000,29.0003470000000
plastik-cerrahi,istanbul,sisli,MUZAFFER ALTINDAŞ MUAYENEHANESİ(Muzaffer Altındaş),"Teşvikiye Mah. Sinoplu Şehit Cemal Sok. 1 Nur Apt. D:8 Şişli, İstanbul",,02122323131,Veri yok,Veri yok,41.0555020000000,28.9964450000000
plastik-cerrahi,istanbul,sisli,İHSAN BAŞARAN MUAYENEHANESİ(İhsan Başaran),"Teşvikiye Mah. Dr. Müfide Küley Sok. 43 Çınar Apt. D:3 Nişantaşı, Şişli, İstanbul",,02122912180,Veri yok,Veri yok,41.0524910000000,28.9952590000000
plastik-cerrahi,istanbul,sisli,Hikmet Gülaçtı,"Esentepe Mah. Büyükdere Cad. 159/7 Şişli, İstanbul",,02123475485,Veri yok,Veri yok,41.0707340000000,29.0149410000000
plastik-cerrahi,istanbul,sisli,FATİH IRMAK KLİNİĞİ,"Teşvikiye Mah. Hakkı Yeten Cad. 17 D:6 Şişli, İstanbul",Rekonstrüktif Uzmanı,05321648963,istanbulesthetiksurgery@gmail.com,http://www.drfatihirmak.com,41.0555320000000,28.9985140000000
plastik-cerrahi,istanbul,sisli,MUSTAFA KARATAŞ MUAYENEHANESİ- ERBA TEKSTİL İŞLETME HİZMETLERİ İTHALAT İHRACAT SAN.TİC.LTD.ŞTİ.,"Halaskargazi Mah. Vali Konağı Cad. 73 K:6 Şişli, İstanbul",Estetik Uzmanı,02122410364,ddipnot@gmail.com,http://www.drmustafakaratas.com,41.0511230000000,28.9905220000000
plastik-cerrahi,istanbul,sisli,OYA AYLA BAYRI MUAYENEHANESİ(Oya Ayla Bayrı),"Meşrutiyet Mah. Valikonağı Cad. 127 D:1 Şişli, İstanbul",,02122249981,Veri yok,Veri yok,41.0533920000000,28.9932360000000
plastik-cerrahi,istanbul,sisli,Muzzafer Çelik,"Teşvikiye Mah. Hakkı Yeten Cad. 11 Terrace Fulya Center D:29 Şişli, İstanbul",,02122839292,Veri yok,Veri yok,41.0547950000000,28.9989950000000
plastik-cerrahi,istanbul,sisli,ERKİN ÖNSAL MUAYENEHANESİ- PRIVACY ESTETİK SAĞLIK HİZMETLERİ LTD.ŞTİ.,"Teşvikiye Mah. Hakkı Yeten Cad. 14 Terrace Fulya Residence Center 1. D:77 Şişli, İstanbul",,05326013274,privacyestetik@gmail.com,http://www.privacyestetik.com,41.0547740400000,28.9989399600000
plastik-cerrahi,istanbul,sisli,ESTECENTER PLASTİK CERRAHİ MERKEZİ- ESTEHAIR SAĞLIK TURİZM İTHALAT İHRACAT SAN. VE TİC.LTD.ŞTİ.,"Fulya Mah. Hakkı Yeten Cad. Kıvanç Sok. 24 Şişli, İstanbul",,02122200800,estecenterhealth@yandex.com,http://www.estecenter.com,41.0560340000000,28.9980550000000
plastik-cerrahi,istanbul,sisli,Yavuz Arıcı,"Esentepe Mah. Kore Şehitleri Cad. 2 Zincirlikuyu, Şişli, İstanbul",,4440614,Veri yok,Veri yok,41.0708440000000,29.0139270000000
plastik-cerrahi,istanbul,sisli,ALİ OSMAN APAYDIN MUAYENEHANESİ,"Teşvikiye Mah. Vali Konağı Cad. Güzelbahçe Sok. 7 D:3 Nişantaşı, Şişli, İstanbul",Medikal Estetik Uzmanı,05330144040,info@draliosman.com,http://www.draliosman.com,41.0526990000000,28.9936930000000
plastik-cerrahi,istanbul,sisli,MEHMET KÖKSAL MUAYENEHANESİ,"Teşvikiye Mah. Valikonağı Cad. 85 Nişantaşı, Şişli, İstanbul",,05322125582,drmehmetkoksal@gmail.com,http://www.drmehmetkoksal.com,41.0515390000000,28.9910020000000
plastik-cerrahi,istanbul,sisli,ABDULLAH NURİ ÇELİK MUAYENEHANESİ- 2002 SAĞLIK HİZMETLERİ VE TIBBİ GEREÇLER SAN.TİC.LTD.ŞTİ.,"Harbiye Mah. Teşvikiye Cad. 109 Şişli, İstanbul",,02123277830,Veri yok,Veri yok,41.0514445458450,28.9914251865140
plastik-cerrahi,istanbul,sisli,MEHMET KARTAL MUAYENEHANESİ(Mehmet Kartal),"Teşvikiye Mah. Teşvikiye Cad. 24 Şişli, İstanbul",,02122345834,Veri yok,http://www.mehmetkartal.com.tr,41.0514760000000,28.9918200000000
plastik-cerrahi,istanbul,sisli,Ali Şimşek,"Fulya Mah. Hakkı Yeten Cad. Kıvanç Sok. 24 Şişli, İstanbul",,02122200800,Veri yok,Veri yok,41.0527950000000,29.0000250000000
plastik-cerrahi,istanbul,sisli,GÜRHAN ÖZCAN MUAYENEHANESİ(Gürhan Özcan),"Teşvikiye Mah. Güzel Bahçe Sok. 29 D:4 Şişli, İstanbul",,02122194993,Veri yok,Veri yok,41.0536200000000,28.9949240000000
plastik-cerrahi,istanbul,sisli,MEHMET FATİH ŞİRİN MUAYENEHANESİ(Mehmet Fatih Şirin),"Harbiye Mah. Maçka Cad. 33 Şişli, İstanbul",,02122155416,fatih@fatihsirin.com,http://fatihsirin.com,41.0475350000000,28.9941470000000
plastik-cerrahi,istanbul,sisli,Gürsel Turgut,"Halaskargazi Mah. Valikonağı Cad. 79 Şişli, İstanbul",,02122917666,Veri yok,Veri yok,41.0513220000000,28.9907130000000
plastik-cerrahi,istanbul,sisli,BERKER BÜYÜKGÜRAL MUAYENEHANESİ(Berker Büyükgüral),"Harbiye Mah. Maçka Cad. Bronz Sok. 1 Başarı Apt. K:1 D:5 Şişli, İstanbul",,02122913565,Veri yok,Veri yok,41.0472936602250,28.9939979411270
plastik-cerrahi,istanbul,sisli,TEOMAN DOĞAN MUAYENEHANESİ(Teoman Doğan),"Harbiye Mah. Vali Konağı Cad. Sezai Selek Sok. 20 Nur Apt. D:4 Şişli, İstanbul",,02122196719,mail@teomandogan.com.tr,http://www.teomandogan.com.tr,41.0538320000000,28.9955540000000
plastik-cerrahi,istanbul,sisli,GÜNCEL ÖZTÜRK MUAYENEHANESİ(Güncel Öztürk),"Teşvikiye Mah. Hakkı Yeten Cad. 13 Fulya Terrace 2. Center D:112 Şişli, İstanbul",,02129093849,guncelestetik@gmail.com,http://www.guncelozturk.com,41.0549960000000,28.9988380000000
plastik-cerrahi,istanbul,sisli,DENIZ İŞCEN MUAYENEHANESİ(Deniz İşcen),"Teşvikiye Mah. Güzel Bahçe Sok. 16/2 Şişli, İstanbul",,02122417593,Veri yok,Veri yok,41.0529780000000,28.9943660000000
plastik-cerrahi,istanbul,sisli,KEMAL UĞURLU MUAYENEHANESİ(Kemal Uğurlu),"Cumhuriyet Mah. Halaskargazi Cad. 111 Şişli, İstanbul",,02122411388,Veri yok,Veri yok,41.0543310000000,28.9868910000000
plastik-cerrahi,istanbul,sisli,MURAT TOPALAN MUAYENEHANESİ(Murat Topalan),"Harbiye Mah. Abdi İpekçi Cad. 7 Nişantaşı, Şişli, İstanbul",,02122965611,Veri yok,Veri yok,41.0504160000000,28.9912090000000
plastik-cerrahi,istanbul,sisli,METE AKSU MUAYENEHANESİ(Mete Aksu),"Harbiye Mah. Abdi İpekçi Cad. 44 Maltepe Apt. D:7 Nişantaşı, Şişli, İstanbul",,02122832665,meteaksumd@gmail.com,Veri yok,41.0481180000000,28.9928870000000
plastik-cerrahi,istanbul,sisli,ESTE AURA PLASTİK VE ESTETİK CERRAHİ MERKEZİ,"Harbiye Mah. Abdi İpekçi Cad. 29 Atid İş Mrk. K:2 D:3 Şişli, İstanbul",,05304426099,info@esteaura.com,http://esteaura.com,41.0493367287730,28.9923614404590
plastik-cerrahi,istanbul,sisli,Orhan Babucçu,"Harbiye Mah. Vali Konağı Cad. 14 Şişli, İstanbul",,02122343451,Veri yok,Veri yok,41.0505860000000,28.9902710000000
plastik-cerrahi,istanbul,sisli,ÖZGE ERGÜN MUAYENEHANESİ(Özge Ergün),"Teşvikiye Mah. Hakkı Yeten Cad. 11 Fulya Terrace Center D:67 Şişli, İstanbul",,02122155543,mail@ozgeergun.com.tr,http://ozgeergun.com.tr,41.0547707287310,28.9989091692970
plastik-cerrahi,istanbul,sisli,ALTAN YÜCETAŞ MUAYENEHANESİ,"Teşvikiye Mah. Hakkı Yeten Cad. 11 Terrace Fulya Residence K:5 Şişli, İstanbul",,02122155570,info@altanyucetas.net,http://www.altanyucetas.net,41.0540736335950,28.9992767116230
plastik-cerrahi,istanbul,sisli,Ergin Er,"Esentepe Mah. Keskin Kalem Sok. 1 Şişli, İstanbul",,02122113431,Veri yok,Veri yok,41.0690160000000,29.0065200000000
plastik-cerrahi,istanbul,sisli,RABİYE HAYDİN MUAYENEHANESİ,"Teşvikiye Mah. Hakkı Yeten Cad. Fulya Terrace Center C-1 Blok D:7 Şişli, İstanbul",,05453406400,rabiyehaydin@gmail.com,Veri yok,41.0565279600000,28.9968760800000
plastik-cerrahi,istanbul,sisli,PRAGO ESTETİK PLASTİK VE CERRAHİ TIBBİ HİZMETLER LİMİTED ŞİRKETİ,"Teşvikiye Mah. Sezai Selek Sok. Şişli, İstanbul",,02122968992,Veri yok,Veri yok,,
plastik-cerrahi,istanbul,sisli,OP. DR. BAKİ ÇOKNEŞELİ,"Nişantaşı, Vali Konağı Cad. 52 Çeyrekoğlu Apt. Şişli, İstanbul",,02122325969,Veri yok,Veri yok,41.0522850000000,28.9923190000000
plastik-cerrahi,istanbul,sisli,O. P. C OYMAK PLASTİK CERRAHİ LTD. ŞTİ.,"Şişli, İstanbul",,05302905087,Veri yok,Veri yok,41.0586930000000,28.9879040000000
plastik-cerrahi,istanbul,sisli,Cihan Uçar,"Fulya Mah. Örmeci Sok. 2/5 Şişli, İstanbul",,02123470700,Veri yok,Veri yok,41.0631380000000,28.9971340000000
plastik-cerrahi,istanbul,sisli,AHMET KARACALAR MUAYENEHANESİ(Ahmet Karacalar),"Teşvikiye Mah. Hakkı Yeten Cad. 13 Terrace Fulya Binası K:2 D:18 Şişli, İstanbul",,05302934484,Veri yok,Veri yok,41.0540170000000,28.9993840000000
plastik-cerrahi,istanbul,sisli,MESUT SARAÇ MUAYENEHANESİ(Mesut Saraç),"Güzelbahçe Sok. 9/3 Gürel Apt. Nişantaşı, Şişli, İstanbul",,02122965070,Veri yok,Veri yok,41.0527690000000,28.9937450000000
plastik-cerrahi,istanbul,sisli,TEŞVİKİYE PLASTİK CERRAHİ- A PLASTİK CERRAHİ ÖZEL SAĞLIK HİZMETLERİ LTD.ŞTİ.,"Teşvikiye Mah. Hüsrevgerede Cad. Şişli, İstanbul",,02122361292,Veri yok,Veri yok,41.0475070000000,28.9966930000000
plastik-cerrahi,istanbul,sisli,Sacit Karademir,"Harbiye Mah. Abdi İpekçi Cad. 40 Şişli, İstanbul",,02122418200,Veri yok,Veri yok,41.0484640000000,28.9927930000000
plastik-cerrahi,istanbul,sisli,CAN İŞLER MUAYENEHANESİ- ESTETİK PLASTİK VE GENEL CERRAHİ SAĞLIK HİZMETLERİ TİC.LTD.ŞTİ.,"Teşvikiye Mah. Valikonağı Cad. 54 Şişli, İstanbul",,02122402215,Veri yok,Veri yok,41.0524090000000,28.9923680000000
plastik-cerrahi,istanbul,sisli,İLKER APAYDIN MUAYENEHANESİ(İlker Apaydın),"Teşvikiye Mah. Hakkı Yeten Cad. 13 Terrace Fulya Center C Blok K:12 D:76 Şişli, İstanbul",,05412373400,Veri yok,Veri yok,41.0549960000000,28.9988380000000
plastik-cerrahi,istanbul,sisli,HÜSEYİN KANDULU MUAYENEHANESİ(Hüseyin Kandulu),"Teşvikiye Mah. Hakkı Yeten Cad. 19 Unimed Center K:9 Nişantaşı, Şişli, İstanbul",,05330537179,Veri yok,http://huseyinkandulu.com,41.0557970000000,28.9982040000000
plastik-cerrahi,istanbul,sisli,GÖKHAN HAYTOĞLU MUAYENEHANESİ(Gökhan Haytoğlu),"Harbiye Mah. Abdi İpekçi Cad. 44 Maltepe Apt. K:3 D:12 Şişli, İstanbul",,05324282699,Veri yok,Veri yok,41.0481180000000,28.9928870000000
plastik-cerrahi,istanbul,sisli,MEHMET BARIŞ ÇAKIR MUAYENEHANESİ(Mehmet Barış Çakır),"Fulya Mah. Hakkı Yeten Cad. Fulya Teras Apt. K:5 D:5 Şişli, İstanbul",,05326456533,Veri yok,Veri yok,41.0601699900000,28.9999580400000
plastik-cerrahi,istanbul,sisli,FETHİ ORAK MUAYENEHANESİ(Fethi Orak),"Halaskargazi Mah. Valikonağı Cad. Şişli, İstanbul",,02122465773,Veri yok,Veri yok,41.0499240000000,28.9888700000000
plastik-cerrahi,istanbul,sisli,Mehmet Osman Oymak,"Harbiye Mah. Teşvikiye Cd Şişli, İstanbul",,02122417543,Veri yok,Veri yok,41.0494430000000,28.9937160000000
plastik-cerrahi,istanbul,sisli,Atilla Oymak,"Harbiye Mah. Teşvikiye Cd Şişli, İstanbul",,02122309797,Veri yok,Veri yok,41.0494430000000,28.9937160000000
plastik-cerrahi,istanbul,tuzla,SAMET HARİRİ MUAYENEHANESİ(Samet Hariri),"19 Mayıs Mah. Teyyareci Cemal Sok. 4 Şişli, İstanbul",,02122310306,Veri yok,Veri yok,41.0595120000000,28.9880890000000
plastik-cerrahi,istanbul,tuzla,EVREN HELVACI MUAYENEHANESİ,"Barbaros Mah. Dereboyu Cad. Ak Zambak Sok. 99/B Uphill Towers Sit. Ataşehir, İstanbul",,02166888430,evrenhelvaci@yahoo.com,http://www.evrenhelvaci.com,40.9956110000000,29.1112150000000
plastik-cerrahi,istanbul,tuzla,FATİH IRMAK KLİNİĞİ,"Teşvikiye Mah. Hakkı Yeten Cad. 17 D:6 Şişli, İstanbul",Rekonstrüktif Uzmanı,05321648963,istanbulesthetiksurgery@gmail.com,http://www.drfatihirmak.com,41.0555320000000,28.9985140000000
plastik-cerrahi,istanbul,tuzla,Burçak Erdinç,"Nisbetiye Mah. Nispetiye Cad. 35 K: Giriş Beşiktaş, İstanbul",,02123515758,burcake@hotmail.com,http://www.burcakerdinc.com,41.0777340000000,29.0253240000000
plastik-cerrahi,istanbul,tuzla,Oğuz Çetinkale,"Beşyol Mah. Eski Londra Asfaltı 10 Florya, Küçükçekmece, İstanbul",,02124113900,Veri yok,Veri yok,40.9886480000000,28.7962040000000
plastik-cerrahi,istanbul,tuzla,Alper Mete Uğurlu,"Harbiye Mah. Abdi İpekçi Sok. 29 Atid İş Mrk. K:2 D:3 Şişli, İstanbul",,05307660450,alpermetesocial@yandex.com,http://www.alpermeteugurlu.com,41.0492881821990,28.9925009153500
plastik-cerrahi,istanbul,tuzla,Harun Çöloğlu,"Aşık Veysel Mah. Süleyman Demirel Cad. 1 Esenkent, Esenyurt, İstanbul",,02129794000,Veri yok,Veri yok,41.0571200000000,28.6718520000000
plastik-cerrahi,istanbul,tuzla,İBRAHİM OSKUİ MUAYENEHANESİ(İbrahim Oskui),"Gümüşsuyu Mah. Osmanlı Sok. 2 K:4 Beyoğlu, İstanbul",,02122920333,Veri yok,Veri yok,41.0365160000000,28.9856700000000
plastik-cerrahi,istanbul,tuzla,ALİ OSMAN APAYDIN MUAYENEHANESİ,"Teşvikiye Mah. Vali Konağı Cad. Güzelbahçe Sok. 7 D:3 Nişantaşı, Şişli, İstanbul",Medikal Estetik Uzmanı,05330144040,info@draliosman.com,http://www.draliosman.com,41.0526990000000,28.9936930000000
plastik-cerrahi,istanbul,tuzla,MEHMET VELİ ASLAN MUAYENEHANESİ(Mehmet Veli Aslan),"Dikilitaş Mah. 19 Mayıs Cad. 37 Ubm Plaza K:4 D:13 Beşiktaş, İstanbul",,02122722223,mveliaslan@yahoo.com,Veri yok,41.0580189900000,28.9938960000000
plastik-cerrahi,istanbul,tuzla,Emre Hocaoğlu,"Şehremini Mah. Turgut Özal Millet Cad. 47 Çapa, Fatih, İstanbul",,02124142000,Veri yok,Veri yok,41.0115350000000,28.9405430000000
plastik-cerrahi,istanbul,tuzla,Cihan Şahin,"Selimiye Mah. Tıbbiye Cad. Üsküdar, İstanbul",,02165422020,Veri yok,Veri yok,41.0073060000000,29.0204220000000
plastik-cerrahi,istanbul,tuzla,TUĞRUL KİHTİR MUAYENEHANESİ(Tuğrul Kihtir),"Feneryolu Mah. Bağdat Cad. 123 Özgen Apt. B Blok Kadıköy, İstanbul",,02163490689,Veri yok,Veri yok,40.9783350000000,29.0469470000000
plastik-cerrahi,istanbul,tuzla,ELİF EREN AYDIN MUAYENEHANESİ(Elif Eren Aydın),"Barbaros Mah. Mor Sümbül Sok. 5/A Deluxia Palace A Blok D:448 Batı Ataşehir, Ataşehir, İstanbul",,02165041246,info@eliferenaydin.com,http://www.eliferenaydin.com,40.9951910000000,29.1005500000000
plastik-cerrahi,istanbul,tuzla,Ümran İleri,"Ulus Mah. Ahmet Adnan Saygun Cad. Canan Sok. 5 Beşiktaş, İstanbul",,02129998099,Veri yok,Veri yok,41.0605260000000,29.0288070000000
plastik-cerrahi,istanbul,tuzla,İsmail Melih Kuzu,"Topkapı Mah. Adnan Menderes Blv. Vatan Cad. 1 Fatih, İstanbul",,02124531700,Veri yok,Veri yok,41.0104220000000,28.9488160000000
plastik-cerrahi,istanbul,tuzla,ALİ SİNA MENGİ MUAYENEHANESİ(Ali Sina Mengi),"Şenlikköy Mah. Florya Cad. 12/B Nazar Apt. B Blok Bakırköy, İstanbul",,02126620081,Veri yok,http://www.estetikdoktorunuz.com,40.9770430000000,28.7917150000000
plastik-cerrahi,istanbul,tuzla,Murad Aumeed Hameed,"Bahçelievler Mah. Zıpkın Sok. 10 Pendik, İstanbul",,02163909243,Veri yok,Veri yok,40.8830690000000,29.2361800000000
plastik-cerrahi,istanbul,tuzla,İSTANBUL PLASTİK ESTETİK CERRAHİ VE LAZER EPİLASYON MERKEZİ TİC.LTD.ŞTİ.(İskender Mehmet Nuri Battal),"Halaskargazi Mah. Valikonağı Cd Şişli, İstanbul",,02122323334,Veri yok,Veri yok,41.0499240000000,28.9888700000000
plastik-cerrahi,istanbul,tuzla,ERDEM GÜVEN MUAYENEHANESİ(Erdem Güven),"Levazım Mah. Koru Sok. Zorlu Center AVM Terasevler A Blok D:9 Zincirliuyu, Beşiktaş, İstanbul",,02122135700,info@drerdemguven.com,http://www.drerdemguven.com,41.0653050000000,29.0182260000000
bayan-kuaforleri,istanbul,ataşehir,GENÇ KUAFÖR(Fatma Tanrıtanır),"Ataşehir Atatürk Mah. Ataşehir Blv. 6 Mozaik Çrş. K:Zemin Ataşehir, İstanbul",,02164560760,Veri yok,Veri yok,40.9895850000000,29.1362390000000
